per_capita_land_use,Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
3330.2985268886,172099836974.0222,Italy,ITA,1965,18.34,10.04,9.59,0.8,2.27,41.04,51677000,2120824080,January,January-1965
3877.72440113228,201885965496.1499,Italy,ITA,1966,21.59,10.72,9.38,0.87,2.34,44.900000000000006,52063000,2337628700.0000005,January,January-1966
4254.46333895138,223074276251.2377,Italy,ITA,1967,23.81,10.38,10.34,0.9,2.37,47.8,52433000,2506297400,January,January-1967
4240.6806021404,223886732390.0024,Italy,ITA,1968,23.58,10.74,11.43,0.95,2.47,49.17,52795000,2595930150,January,January-1968
4420.02461580194,234946408452.95212,Italy,ITA,1969,24.57,10.98,11.27,1.04,2.68,50.53999999999999,53155000,2686453699.9999995,January,January-1969
4666.020675475481,249720760530.77225,Italy,ITA,1970,25.84,11.75,12.88,1.12,2.88,54.470000000000006,53519000,2915179930.0000005,January,January-1970
4743.39208791574,255616656225.69135,Italy,ITA,1971,26.2,12.16,14.25,1.12,3.12,56.849999999999994,53889000,3063589649.9999995,January,January-1971
4617.299051591541,250530029240.30542,Italy,ITA,1972,25.34,13.16,14.85,1.12,3.42,57.89,54259000,3141053510,January,January-1972
4965.7140350851605,271222334882.31638,Italy,ITA,1973,27.4,14.69,15.92,1.06,3.48,62.55,54619000,3416418450,January,January-1973
4615.786230850639,253674379675.08942,Italy,ITA,1974,25.3,15.16,17.38,0.92,3.62,62.38,54958000,3428280040,January,January-1974
4334.12764424534,239525564259.21872,Italy,ITA,1975,23.31,15.64,18.3,1.08,3.91,62.239999999999995,55265000,3439693599.9999995,January,January-1975
4455.08931541968,247426750399.7782,Italy,ITA,1976,23.95,16.4,18.93,1.1,4.03,64.41,55538000,3577202580,January,January-1976
4550.881114550881,253839046807.41904,Italy,ITA,1977,24.19,16.6,19.83,1.34,4.33,66.29,55778000,3697523620.0000005,January,January-1977
4590.40520447372,257012196993.2791,Italy,ITA,1978,24.19,17.31,22.11,1.39,4.55,69.55,55989000,3894034950,January,January-1978
4791.105668410241,269154734239.95053,Italy,ITA,1979,25.26,17.68,22.99,1.46,4.73,72.11999999999999,56178000,4051557359.9999995,January,January-1979
4966.29784643134,279845917348.5596,Italy,ITA,1980,26.22,18.13,24.85,1.43,4.88,75.50999999999999,56349000,4254912989.9999995,January,January-1980
4908.0607910859,277329975000.3088,Italy,ITA,1981,25.88,18.09,25.17,1.4,4.82,75.36000000000001,56505000,4258216800.000001,January,January-1981
4904.53872055948,277817595826.09174,Italy,ITA,1982,25.86,18.6,24.67,1.41,4.73,75.27,56645000,4263669150,January,January-1982
5141.35638639756,291849095273.8575,Italy,ITA,1983,26.96,18.67,26.62,1.6,4.82,78.66999999999999,56765000,4465702549.999999,January,January-1983
4981.6407690233,283271039048.9719,Italy,ITA,1984,26.07,18.28,28.31,1.44,4.84,78.94,56863000,4488765220,January,January-1984
4980.871521641619,283595881827.70886,Italy,ITA,1985,26.02,18,27.9,1.51,5.07,78.5,56937000,4469554500,January,January-1985
5040.21656847254,287211700937.8392,Italy,ITA,1986,26.4,18.08,28.27,1.47,5.08,79.3,56984000,4518831200,January,January-1986
5221.06961716554,297642736735.3731,Italy,ITA,1987,27.35,18.73,29.49,1.51,5.18,82.25999999999999,57008000,4689478079.999999,January,January-1987
5174.2677487235605,295026398496.72,Italy,ITA,1988,26.93,19.19,30.11,1.57,5.43,83.22999999999999,57018000,4745608139.999999,January,January-1988
5229.1855192554,298215220977.6162,Italy,ITA,1989,27.07,19.38,30.95,1.69,5.29,84.38000000000001,57029000,4812107020.000001,January,January-1989
5272.7624244321005,300800550789.00244,Italy,ITA,1990,27.18,19.61,31.86,1.77,5.13,85.55,57048000,4880456400,January,January-1990
5335.562413948021,304596587087.4646,Italy,ITA,1991,27.53,19.51,32.16,1.78,5.45,86.43,57088000,4934115840,January,January-1991
5110.669190844901,292049190910.83185,Italy,ITA,1992,26.08,19.71,33.27,1.77,5.68,86.50999999999999,57145000,4943613949.999999,January,January-1992
5206.0274056662,297774355549.2953,Italy,ITA,1993,26.66,19.47,34.34,1.72,5.66,87.85,57198000,5024844300,January,January-1993
5257.03139630868,300775794308.40485,Italy,ITA,1994,26.99,19.01,34.02,1.74,5.66,87.42,57214000,5001647880,January,January-1994
4971.35959294928,284232513367.28217,Italy,ITA,1995,25.48,18.41,32.88,1.62,5.66,84.05000000000001,57174000,4805474700.000001,January,January-1995
5006.25622597728,285682011535.3935,Italy,ITA,1996,25.45,18.66,35.84,1.65,5.86,87.46000000000001,57065000,4990904900,January,January-1996
4792.3586692032995,272704377712.34454,Italy,ITA,1997,24.2,18.66,35.37,1.63,5.68,85.53999999999999,56904000,4867568160,January,January-1997
4868.133573401141,276232503355.5009,Italy,ITA,1998,24.55,18.54,38.06,1.58,5.61,88.34,56743000,5012676620,January,January-1998
5048.19250738634,286010394698.4805,Italy,ITA,1999,25.72,18.41,37.05,1.58,5.72,88.47999999999999,56656000,5012922879.999999,January,January-1999
4919.88544922918,278918145887.7007,Italy,ITA,2000,24.93,18.94,37.45,1.54,5.8,88.66000000000001,56692000,5026312720.000001,January,January-2000
4779.865151547201,271854830494.24707,Italy,ITA,2001,23.92,18.28,39.79,1.55,6.59,90.13000000000001,56875000,5126143750.000001,January,January-2001
4779.17717196524,273287688224.4883,Italy,ITA,2002,24.06,18.01,39.67,1.45,6.07,89.26000000000002,57183000,5104154580.000001,January,January-2002
4853.30599006252,279380559317.949,Italy,ITA,2003,24.67,14.98,40.1,1.42,5.16,86.33,57565000,4969586450,January,January-2003
4665.9384834681405,270381803240.0118,Italy,ITA,2004,23.53,15.74,39.64,1.41,5.31,85.63,57948000,4962087240,January,January-2004
4674.19255157776,272416616098.50345,Italy,ITA,2005,23.61,15.41,38.69,1.45,5.39,84.55,58281000,4927658550,January,January-2005
4793.4086762552,280620524134.0082,Italy,ITA,2006,24.28,13.46,40.32,1.48,5.48,85.02000000000001,58543000,4977325860.000001,January,January-2006
4764.4134442543,279899761023.05164,Italy,ITA,2007,24.05,15.81,40.94,1.4,5.53,87.73,58748000,5153962040,January,January-2007
4558.478885083459,268594692866.8876,Italy,ITA,2008,22.91,17.04,38.94,1.36,5.73,85.98,58922000,5066113560,January,January-2008
4674.22940733678,276275003350.0477,Italy,ITA,2009,23.59,17.35,39.69,1.33,5.68,87.63999999999999,59106000,5180049839.999999,January,January-2009
4605.3655895230995,273213313598.4579,Italy,ITA,2010,23.13,17.56,41.87,1.23,5.68,89.47,59325000,5307807750,January,January-2010
4317.805778469899,257293728533.24283,Italy,ITA,2011,21.53,18.13,40.12,1.17,5.69,86.64,59589000,5162790960,January,January-2011
4177.36119435218,250136210956.6142,Italy,ITA,2012,20.73,19.02,39.78,1.1,5.89,86.52,59879000,5180731080,January,January-2012
3797.1489980467004,228463063765.47583,Italy,ITA,2013,18.6,18.61,40.28,0.92,5.63,84.04,60167000,5056434680,January,January-2013
3876.27572262142,234165816403.55997,Italy,ITA,2014,19.31,18.48,36.73,0.98,3.16,78.66,60410000,4751850600,January,January-2014
3505.60822855768,212362735269.56714,Italy,ITA,2015,16.99,18.52,39.07,0.91,2.19,77.67999999999999,60578000,4705699040,January,January-2015
3470.3933252278803,210524470288.2989,Italy,ITA,2016,16.77,18.63,38.25,0.96,2.07,76.67999999999999,60663000,4651638840,January,January-2016
3319.68379519296,201418494589.53766,Italy,ITA,2017,15.56,18.88,43.77,0.89,1.85,80.95,60674000,4911560300,January,January-2017
349.90629413556,33087489079.75269,Japan,JPN,1961,1.57,1.39,2.17,0.28,2.23,7.640000000000001,94561000,722446040,January,January-1961
364.6210929356,34806364910.539444,Japan,JPN,1962,1.57,1.61,3.38,0.27,2.78,9.61,95459000,917360990,January,January-1962
472.29751976182,45524285632.32207,Japan,JPN,1963,1.96,1.87,2.94,0.53,2.43,9.73,96389000,937864970,January,January-1963
585.7306755338001,57037867452.805916,Japan,JPN,1964,2.48,1.85,3.54,0.65,2.4,10.92,97379000,1063378680,January,January-1964
549.1660918426601,54063754243.63435,Japan,JPN,1965,2.31,2.12,4.09,0.56,2.42,11.5,98447000,1132140500,January,January-1965
538.52354655842,53634791143.032394,Japan,JPN,1966,1.7,2.47,5.62,0.94,2.43,13.159999999999998,99596000,1310683359.9999998,January,January-1966
553.3427479031799,55789122529.0944,Japan,JPN,1967,1.71,2.95,5.93,0.98,2.18,13.75,100822000,1386302500,January,January-1967
593.6762502723001,60628593382.80837,Japan,JPN,1968,1.85,3.34,5.82,1.07,1.97,14.05,102124000,1434842200,January,January-1968
738.80195660026,76463047300.3005,Japan,JPN,1969,2.49,4.02,6.04,1.25,1.97,15.770000000000001,103496000,1632131920.0000002,January,January-1969
787.96888770146,82680787417.6265,Japan,JPN,1970,2.91,4.73,7.1,1.06,1.75,17.55,104929000,1841503950,January,January-1970
889.40386802338,94656585462.12427,Japan,JPN,1971,3.26,5.28,8.11,1.22,1.72,19.589999999999996,106427000,2084904929.9999995,January,January-1971
992.0963060502199,107122590742.07855,Japan,JPN,1972,3.61,5.98,8.77,1.4,1.76,21.52,107976000,2323643520,January,January-1972
989.2217772082399,108348472035.84131,Japan,JPN,1973,3.69,6.43,10.08,1.22,1.78,23.2,109529000,2541072800,January,January-1973
884.9044075151602,98244742035.55563,Japan,JPN,1974,3.49,6.7,10.35,0.81,1.61,22.959999999999997,111023000,2549088079.9999995,January,January-1974
977.2729013376601,109858178658.07039,Japan,JPN,1975,3.66,6.71,10.39,1.16,1.44,23.360000000000003,112413000,2625967680.0000005,January,January-1975
994.1848496455201,113017939522.85307,Japan,JPN,1976,3.68,7.53,10.65,1.19,1.31,24.36,113679000,2769220440,January,January-1976
1099.9969261636402,126310447037.51848,Japan,JPN,1977,4.15,8.22,11.19,1.29,1.25,26.1,114828000,2997010800,January,January-1977
1189.89767022248,137884152127.71075,Japan,JPN,1978,4.71,9.14,12.01,1.2,1.15,28.209999999999997,115879000,3268946589.9999995,January,January-1978
1225.5892882885198,143230943354.41446,Japan,JPN,1979,5.02,9.89,13.41,1.01,1.09,30.42,116867000,3555094140,January,January-1979
1156.21934129554,136222294133.41664,Japan,JPN,1980,4.97,10.11,13.46,0.67,0.97,30.18,117817000,3555717060,January,January-1980
1232.4712334331202,146335006959.21466,Japan,JPN,1981,5.36,10.26,13.34,0.74,0.9,30.599999999999998,118733000,3633229799.9999995,January,January-1981
1234.4997702955202,147652345026.19568,Japan,JPN,1982,5.4,10.71,13.14,0.71,0.9,30.86,119605000,3691010300,January,January-1982
1270.4772456385601,153001033737.76053,Japan,JPN,1983,5.63,11.09,13.26,0.68,0.88,31.539999999999996,120428000,3798299119.9999995,January,January-1983
1329.1816913455002,161082199992.46982,Japan,JPN,1984,6.03,11.52,13.39,0.62,0.86,32.42,121189000,3928947380,January,January-1984
1373.4764929767998,167403435393.4913,Japan,JPN,1985,6.2,11.89,14.18,0.65,0.82,33.739999999999995,121883000,4112332419.9999995,January,January-1985
1431.5348167684,175375898867.47992,Japan,JPN,1986,6.51,12.64,14.44,0.65,0.62,34.85999999999999,122509000,4270663739.999999,January,January-1986
1508.4317700954002,185647223240.9512,Japan,JPN,1987,6.94,13.19,15.24,0.62,0.52,36.51,123073000,4493395230,January,January-1987
1606.2295206434603,198505875308.72205,Japan,JPN,1988,7.48,13.9,15.52,0.63,0.41,37.940000000000005,123585000,4688814900.000001,January,January-1988
1712.1027864824598,212401759588.22748,Japan,JPN,1989,8.19,13.78,15.85,0.56,0.4,38.78,124059000,4811008020,January,January-1989
1736.1992138230198,216165483117.0351,Japan,JPN,1990,8.42,13.62,15.39,0.52,0.38,38.330000000000005,124505000,4772276650.000001,January,January-1990
1738.5992979388197,217203210291.49677,Japan,JPN,1991,8.43,13.83,15.33,0.52,0.36,38.47,124930000,4806057100,January,January-1991
1862.1300616635401,233382622758.35315,Japan,JPN,1992,9.13,14.28,15.54,0.54,0.33,39.82,125331000,4990680420,January,January-1992
2004.1981630073003,251941738477.1587,Japan,JPN,1993,10.13,13.86,15.36,0.45,0.33,40.13,125707000,5044621910,January,January-1993
2104.5917071654,265290098463.32016,Japan,JPN,1994,10.83,13.88,15.25,0.38,0.29,40.63,126053000,5121533390,January,January-1994
2217.54054627272,280219511129.75226,Japan,JPN,1995,11.35,14.79,17.25,0.38,0.29,44.06,126365000,5567641900,January,January-1995
2116.8028476070804,268080379832.35107,Japan,JPN,1996,10.73,14.86,18.14,0.33,0.26,44.32,126644000,5612862080,January,January-1996
2084.78631768172,264544790209.5865,Japan,JPN,1997,10.7,14.55,16.52,0.29,0.22,42.279999999999994,126893000,5365036039.999999,January,January-1997
2113.0954165348403,268610350063.6593,Japan,JPN,1998,10.89,14.51,16.46,0.28,0.22,42.36,127117000,5384676120,January,January-1998
2153.6637768512,274217394051.3559,Japan,JPN,1999,11.09,15.17,17.45,0.24,0.21,44.16,127326000,5622716160,January,January-1999
2209.28725074472,281737147363.96967,Japan,JPN,2000,11.42,15.59,17.85,0.21,0.19,45.26,127524000,5771736240,January,January-2000
2047.6621477063402,261515123532.16754,Japan,JPN,2001,10.4,15.73,18.25,0.21,0.18,44.77,127714000,5717755780,January,January-2001
1827.72074361256,233752689062.84113,Japan,JPN,2002,8.99,16.2,19.12,0.2,0.16,44.67,127893000,5712980310,January,January-2002
1923.5856532502999,246330531583.9269,Japan,JPN,2003,9.61,15.92,19.13,0.18,0.16,44.99999999999999,128058000,5762609999.999999,January,January-2003
1738.3252991910404,222860256657.48813,Japan,JPN,2004,8.38,14.98,20.54,0.22,0.18,44.3,128204000,5679437200,January,January-2004
1792.9646725863802,230083984574.31982,Japan,JPN,2005,8.58,16.87,20.82,0.25,0.19,46.71,128326000,5994107460,January,January-2005
1769.38288340606,227229458035.65646,Japan,JPN,2006,8.5,17.37,19.52,0.25,0.17,45.81,128423000,5883057630,January,January-2006
1777.22185186784,228362344633.90625,Japan,JPN,2007,8.6,17.17,20.07,0.18,0.15,46.17,128494000,5932567980,January,January-2007
1767.7644715799202,227226677412.41135,Japan,JPN,2008,8.52,17.34,20.3,0.18,0.14,46.48,128539000,5974492720,January,January-2008
1796.8797429162998,230997875350.60492,Japan,JPN,2009,8.75,16.96,19.76,0.18,0.13,45.78,128555000,5885247900,January,January-2009
1829.8749715864,235215788597.65903,Japan,JPN,2010,8.9,18.26,20.21,0.15,0.13,47.650000000000006,128542000,6125026300.000001,January,January-2010
1848.40953923316,237518777381.92184,Japan,JPN,2011,8.96,19.05,20.51,0.15,0.11,48.78,128499000,6268181220,January,January-2011
1868.8160366384402,240000830689.25504,Japan,JPN,2012,9.06,19.61,20.86,0.13,0.12,49.78,128424000,6392946720,January,January-2012
1881.4722213603602,241419226611.63327,Japan,JPN,2013,9.15,19.42,20.62,0.14,0.12,49.449999999999996,128314000,6345127299.999999,January,January-2013
1821.69144253346,233484370498.07104,Japan,JPN,2014,8.89,17.65,20.18,0.14,0.11,46.97,128169000,6020097930,January,January-2014
1754.86922747226,224596938078.0372,Japan,JPN,2015,8.5,17.68,19.71,0.15,0.1,46.14,127985000,5905227900,January,January-2015
1761.2433910962604,225021739376.63153,Japan,JPN,2016,8.47,17.88,20.63,0.15,0.1,47.230000000000004,127763000,6034246490.000001,January,January-2016
1891.5609874473002,241179700582.49313,Japan,JPN,2017,9.19,18.5,21.39,0.15,0.1,49.33,127503000,6289722990,January,January-2017
1676.8424421493603,65339842600.79198,Mexico,MEX,1961,8.54,3.39,10.57,0.75,1.03,24.28,38966000,946094480,January,January-1961
1888.2297214538203,75897393653.8363,Mexico,MEX,1962,9.88,3.62,10.24,0.72,0.93,25.39,40195000,1020551050,January,January-1962
1875.54767855166,77763957848.10893,Mexico,MEX,1963,9.82,3.65,9.96,0.72,0.91,25.06,41462000,1039037720,January,January-1963
1948.50650909694,83339571900.58522,Mexico,MEX,1964,10.27,3.69,9.7,0.73,0.91,25.299999999999997,42771000,1082106299.9999998,January,January-1964
1933.75439092522,85324978745.1844,Mexico,MEX,1965,10.2,3.89,9.44,0.72,0.89,25.14,44124000,1109277360,January,January-1965
1884.65601583598,85789541840.8538,Mexico,MEX,1966,9.95,3.92,9.19,0.69,0.84,24.59,45520000,1119336800,January,January-1966
1893.0072494672002,88888048405.98186,Mexico,MEX,1967,10,3.95,9.2,0.69,0.8,24.64,46956000,1156995840,January,January-1967
1822.8935302435398,88286379456.75511,Mexico,MEX,1968,9.61,3.96,8.96,0.67,0.77,23.970000000000002,48432000,1160915040,January,January-1968
1791.40089881548,89471517891.33916,Mexico,MEX,1969,9.35,3.99,8.96,0.73,0.7,23.73,49945000,1185194850,January,January-1969
1697.93390796436,87433408656.71675,Mexico,MEX,1970,8.79,4.14,9.04,0.71,0.68,23.36,51494000,1202899840,January,January-1970
1620.8728374778602,86029446721.97491,Mexico,MEX,1971,8.29,4.27,9.21,0.72,0.72,23.209999999999997,53076000,1231893959.9999998,January,January-1971
1606.89432484098,87881050625.55319,Mexico,MEX,1972,7.97,4.37,10.13,0.87,0.74,24.08,54690000,1316935200,January,January-1972
1553.8229401702,87517523282.14633,Mexico,MEX,1973,7.61,4.68,11.02,0.84,0.64,24.79,56324000,1396271960,January,January-1973
1611.41613281544,93408958970.91261,Mexico,MEX,1974,7.92,4.94,12,0.81,0.66,26.33,57967000,1526271110,January,January-1974
1823.6327726273003,108703102310.76811,Mexico,MEX,1975,9.16,5.03,13.13,0.79,0.74,28.849999999999998,59608000,1719690799.9999998,January,January-1975
2028.5463316638202,124232234443.75568,Mexico,MEX,1976,10.35,5.23,14.29,0.77,0.76,31.4,61242000,1922998800,January,January-1976
2123.8079375445195,133523805033.42393,Mexico,MEX,1977,10.86,5.42,15.45,0.76,0.73,33.22,62870000,2088541400,January,January-1977
2047.7168242479202,132067496579.86961,Mexico,MEX,1978,10.35,5.69,16.16,0.75,0.64,33.59,64495000,2166387050,January,January-1978
1875.61315936832,124023044550.0708,Mexico,MEX,1979,9.22,6,16.98,0.76,0.62,33.58,66124000,2220443920,January,January-1979
2107.41607757314,142800620832.43353,Mexico,MEX,1980,10.57,6.33,17.78,0.76,0.63,36.07,67761000,2444139270,January,January-1980
2314.31308285888,160631842455.06915,Mexico,MEX,1981,11.73,6.75,18.17,0.81,0.83,38.290000000000006,69408000,2657632320.0000005,January,January-1981
2336.13240465858,166003232542.63403,Mexico,MEX,1982,11.84,6.9,18.6,0.8,0.83,38.97,71059000,2769169230,January,January-1982
2468.00812712678,179446402915.26105,Mexico,MEX,1983,12.64,6.99,19.85,0.73,0.8,41.01,72709000,2981796090,January,January-1983
2363.95612864414,175767230033.07773,Mexico,MEX,1984,12.09,7.26,19.06,0.69,0.77,39.87,74353000,2964454110,January,January-1984
2347.3014232234,178355004040.7836,Mexico,MEX,1985,12.01,8.04,16.63,0.78,0.87,38.32999999999999,75983000,2912428389.9999995,January,January-1985
2918.99538615946,226511122970.58792,Mexico,MEX,1986,15.69,9.34,12.1,0.83,0.83,38.79,77599000,3010065210,January,January-1986
2897.91786726734,229515095087.57333,Mexico,MEX,1987,15.7,9.14,11.31,0.76,0.86,37.769999999999996,79200000,2991383999.9999995,January,January-1987
2901.4049325408996,234401603095.04675,Mexico,MEX,1988,15.68,9.11,11.04,0.81,1.03,37.67,80789000,3043321630,January,January-1988
2653.61490269762,218575605920.30026,Mexico,MEX,1989,14.28,8.33,9.45,0.83,1.06,33.95,82369000,2796427550,January,January-1989
2543.9148266773,213543842295.77258,Mexico,MEX,1990,13.56,9.9,9.33,0.82,1.1,34.71,83943000,2913661530,January,January-1990
2832.47452768148,242213394285.6264,Mexico,MEX,1991,15.12,11.32,10.13,0.9,1.09,38.56,85513000,3297381280,January,January-1991
2920.1422770368804,254271388772.98636,Mexico,MEX,1992,15.54,11.94,10.28,0.97,1.1,39.83,87075000,3468197250,January,January-1992
